Env,Pedigree,Female,Male,RA,RO,Rep,Test,DY,PH,GY
20CS,ATx644/R05330,ATx644,R05330,25,29,2,SCHT,81,132.08,5684.502443
20CS,A05210/R12157,A05210,R12157,21,211,2,SCHV,83,152.4,5701.994637
20CS,A03089/R12157,A03089,R12157,4,25,1,SCHT,94,121.92,5704.982124
20CS,A03121/R08224,A03121,R08224,24,210,2,SCHV,87,170.18,5718.666785
20CS,A03054/RTx2936,A03054,RTx2936,19,25,2,SCHT,84,124.46,5720.246318
20CS,A06035/R03248,A06035,R03248,6,23,1,SCHT,91,121.92,5721.473863
20CS,A03054/RTx2940,A03054,RTx2940,4,194,1,SCHV,81,116.84,5726.373948
20CS,A03054/RTx2940,A03054,RTx2940,19,225,2,SCHV,81,109.22,5734.597739
20CS,A03043/R08304,A03043,R08304,4,206,1,SCHV,87,139.7,5772.991622
20CS,AKS119/R01302,AKS119,R01302,18,210,2,SCHV,76,134.62,5777.163759
20CS,AKS119/R05393,AKS119,R05393,10,206,1,SCHV,81,147.32,5784.913816
20CS,AKS117/R12148,AKS117,R12148,10,3,1,SCHT,89,116.84,5799.949028
20CS,AN268/R12154,AN268,R12154,11,201,1,SCHV,81,127,5819.116007
20CS,A03043/R08297,A03043,R08297,3,7,1,SCHT,91,124.46,5846.697279
20CS,A01362/RTx2912,A01362,RTx2912,17,17,2,SCHT,91,119.38,5857.347772
20CS,A03093/RTx2917,A03093,RTx2917,15,195,2,SCHV,85,134.62,5862.046
20CS,A07124/R04060,A07124,R04060,7,21,1,SCHT,88,124.46,5862.334278
20CS,A03043/RTx2940,A03043,RTx2940,4,202,1,SCHV,87,134.62,5889.127045
20CS,ATx644/R05330,ATx644,R05330,14,9,1,SCHT,85,134.62,5892.618544
20CS,A03121/RTx2913,A03121,RTx2913,17,3,2,SCHT,84,147.32,5893.38434
20CS,ATx2924/R05393,ATx2924,R05393,22,196,2,SCHV,81,134.62,5902.947329
20CS,AKS118/86EON361,AKS118,86EON361,16,19,2,SCHT,81,124.46,5918.722474
20CS,ATx3409/R08224,ATx3409,R08224,17,219,2,SCHV,84,129.54,5948.30781
20CS,AHF14/RTx2943,AHF14,RTx2943,14,224,1,SCHV,84,127,5958.239819
20CS,A03055/RTx2942,A03055,RTx2942,25,11,2,SCHT,84,132.08,5971.694867
20CS,A03043/RTx2940,A03043,RTx2940,18,212,2,SCHV,81,142.24,5972.292869
20CS,A03043/R05425,A03043,R05425,19,207,2,SCHV,81,134.62,5977.773294
20CS,A03121/R05425,A03121,R05425,5,219,1,SCHV,87,144.78,5979.58244
20CS,ATx2926/R05393,ATx2926,R05393,12,25,1,SCHT,87,132.08,6003.780079
20CS,ATx2930/R02107,ATx2930,R02107,25,21,2,SCHT,81,132.08,6015.79311
20CS,A01362/RTx2937,A01362,RTx2937,3,217,1,SCHV,88,124.46,6023.047355
20CS,AKS119/86EON361,AKS119,86EON361,17,213,2,SCHV,79,124.46,6040.436728
20CS,A03055/R12148,A03055,R12148,5,193,1,SCHV,87,132.08,6080.796195
20CS,A06035/R12154,A06035,R12154,6,25,1,SCHT,93,109.22,6083.184419
20CS,A03055/R12148,A03055,R12148,16,200,2,SCHV,82,134.62,6087.298523
20CS,A03043/R08297,A03043,R08297,14,29,2,SCHT,91,121.92,6123.830903
20CS,A03043/R08304,A03043,R08304,20,204,2,SCHV,81,129.54,6124.582821
20CS,AKS117/R01302,AKS117,R01302,22,224,2,SCHV,78,127,6139.09762
20CS,A03121/RTx2919,A03121,RTx2919,17,199,2,SCHV,81,137.16,6157.283698
20CS,A03121/RTx2919,A03121,RTx2919,5,225,1,SCHV,88,119.38,6157.488079
20CS,ATx2923/RTx2913,ATx2923,RTx2913,12,7,1,SCHT,87,147.32,6174.720381
20CS,A07118/R12157,A07118,R12157,7,25,1,SCHT,92,116.84,6176.889085
20CS,ATx3409/R08224,ATx3409,R08224,13,221,1,SCHV,83,139.7,6193.791477
20CS,ATx2926/RTx2917,ATx2926,RTx2917,12,200,1,SCHV,82,142.24,6196.123559
20CS,A03040/86EON361,A03040,86EON361,16,224,2,SCHV,78,121.92,6199.394908
20CS,ATx2930/R07178,ATx2930,R07178,16,13,2,SCHT,85,142.24,6204.013655
20CS,AKS117/RTx2915,AKS117,RTx2915,22,3,2,SCHT,89,124.46,6205.379976
20CS,A03121/RTx2935,A03121,RTx2935,5,19,1,SCHT,91,127,6233.73146
20CS,AKS116/R12154,AKS116,R12154,20,21,2,SCHT,81,144.78,6234.300446
20CS,AKS117/RTx2915,AKS117,RTx2915,10,5,1,SCHT,92,119.38,6240.474123
20CS,A11076/R07178,A11076,R07178,9,197,1,SCHV,86,134.62,6252.589344
20CS,A03043/R05386,A03043,R05386,17,11,2,SCHT,87,119.38,6271.227709
20CS,AKS116/RTx2917,AKS116,RTx2917,17,211,2,SCHV,81,129.54,6286.349972
20CS,A06035/RTx2917,A06035,RTx2917,26,9,2,SCHT,84,119.38,6288.357189
20CS,AN290/R03248,AN290,R03248,14,214,2,SCHV,87,132.08,6295.19889
20CS,A03043/RTx2920,A03043,RTx2920,18,27,2,SCHT,87,139.7,6319.974346
20CS,A03054/R01302,A03054,R01302,21,199,2,SCHV,78,129.54,6320.120692
20CS,A03093/RTx2920,A03093,RTx2920,22,13,2,SCHT,81,121.92,6322.934078
20CS,AN263/RTx2936,AN263,RTx2936,11,197,1,SCHV,81,129.54,6332.522929
20CS,AKS119/R05512,AKS119,R05512,10,19,1,SCHT,87,139.7,6334.26584
20CS,AN263/RTx2935,AN263,RTx2935,24,5,2,SCHT,91,116.84,6353.053705
20CS,AKS120/R08303,AKS120,R08303,10,196,1,SCHV,78,160.02,6365.341766
20CS,A03055/RTx2918,A03055,RTx2918,16,29,2,SCHT,84,137.16,6375.263051
20CS,ATx2927/R12157,ATx2927,R12157,23,29,2,SCHT,87,142.24,6377.402107
20CS,A03089/RTx2917,A03089,RTx2917,4,27,1,SCHT,92,124.46,6387.291851
20CS,A01362/RTx2912,A01362,RTx2912,2,25,1,SCHT,93,119.38,6387.741614
20CS,A05210/R03248,A05210,R03248,5,7,1,SCHT,92,132.08,6391.721987
20CS,A03054/R07161,A03054,R07161,17,201,2,SCHV,84,137.16,6397.194212
20CS,AKS118/RTx2916,AKS118,RTx2916,21,13,2,SCHT,85,144.78,6401.471063
20CS,ATx2931/R11208,ATx2931,R11208,15,13,2,SCHT,84,114.3,6409.460825
20CS,A01046/R05512,A01046,R05512,3,203,1,SCHV,87,132.08,6414.795534
20CS,A03054/RTx2936,A03054,RTx2936,4,9,1,SCHT,87,127,6415.815544
20CS,ATx2926/RTx2944,ATx2926,RTx2944,14,192,2,SCHV,79,154.94,6419.207377
20CS,A01046/R04104,A01046,R04104,22,210,2,SCHV,78,137.16,6421.420868
20CS,A05071/R05330,A05071,R05330,5,15,1,SCHT,89,119.38,6432.661164
20CS,A08140/R07178,A08140,R07178,22,198,2,SCHV,81,137.16,6443.758267
20CS,A01021/RTx2917,A01021,RTx2917,22,192,2,SCHV,75,139.7,6445.127112
20CS,A03055/RTx2944,A03055,RTx2944,20,23,2,SCHT,81,137.16,6456.68344
20CS,ATx2923/RTx2917,ATx2923,RTx2917,12,224,1,SCHV,85,134.62,6485.179378
20CS,AN268/R11158,AN268,R11158,11,199,1,SCHV,80,132.08,6495.872136
20CS,ATx644/86EON361,ATx644,86EON361,26,27,2,SCHT,81,127,6496.57422
20CS,A08158/R08224,A08158,R08224,8,23,1,SCHT,95,154.94,6499.177548
20CS,AKS116/RTx2940,AKS116,RTx2940,17,33,2,SCHT,81,134.62,6500.056258
20CS,AKS116/RTx2944,AKS116,RTx2944,9,3,1,SCHT,81,134.62,6501.172781
20CS,ATx2931/R05405,ATx2931,R05405,13,201,1,SCHV,87,121.92,6507.222191
20CS,A03040/R12071,A03040,R12071,26,33,2,SCHT,77,121.92,6508.797309
20CS,ATx2927/RTx2937,ATx2927,RTx2937,19,19,2,SCHT,85,121.92,6528.000873
20CS,AN268/R11158,AN268,R11158,16,194,2,SCHV,76,134.62,6528.730083
20CS,A05210/R05330,A05210,R05330,23,209,2,SCHV,81,160.02,6529.116135
20CS,AN263/R08224,AN263,R08224,15,221,2,SCHV,91,149.86,6538.343535
20CS,ATx2923/R11208,ATx2923,R11208,12,5,1,SCHT,87,119.38,6539.896689
20CS,A03093/RTx2940,A03093,RTx2940,20,214,2,SCHV,78,129.54,6540.70905
20CS,ATx2924/RTx2940,ATx2924,RTx2940,18,222,2,SCHV,79,144.78,6555.314685
20CS,AN263/RTx2935,AN263,RTx2935,11,29,1,SCHT,93,121.92,6556.231874
20CS,AKS116/R02107,AKS116,R02107,15,31,2,SCHT,79,137.16,6561.975974
20CS,AKS119/RTx2914,AKS119,RTx2914,10,21,1,SCHT,84,157.48,6563.355543
20CS,ATx644/RTx2935,ATx644,RTx2935,14,11,1,SCHT,85,124.46,6568.364757
20CS,A03089/R05393,A03089,R05393,4,23,1,SCHT,92,114.3,6579.130057
20CS,ATx2923/RTx2917,ATx2923,RTx2917,18,214,2,SCHV,81,137.16,6599.100049
20CS,A07118/RTx2944,A07118,RTx2944,21,21,2,SCHT,81,132.08,6602.228836
20CS,A03054/RTx2918,A03054,RTx2918,4,196,1,SCHV,87,121.92,6604.307966
20CS,AKS119/86EON361,AKS119,86EON361,10,200,1,SCHV,79,137.16,6607.11252
20CS,A07124/RTx2917,A07124,RTx2917,19,9,2,SCHT,84,124.46,6609.929691
20CS,AKS116/RTx2940,AKS116,RTx2940,9,5,1,SCHT,86,132.08,6618.774824
20CS,A05269/R01302,A05269,R01302,21,201,2,SCHV,83,144.78,6625.955265
20CS,A03055/R04104,A03055,R04104,18,224,2,SCHV,81,129.54,6640.217112
20CS,A03055/RTx2944,A03055,RTx2944,4,21,1,SCHT,85,134.62,6654.224745
20CS,AN263/R12148,AN263,R12148,11,195,1,SCHV,84,134.62,6655.891959
20CS,AKS116/RTx2944,AKS116,RTx2944,14,27,2,SCHT,78,137.16,6682.356078
20CS,A01021/86EON361,A01021,86EON361,2,11,1,SCHT,85,137.16,6686.034926
20CS,A05269/R01302,A05269,R01302,6,198,1,SCHV,84,144.78,6694.583582
20CS,ATx2930/RTx2920,ATx2930,RTx2920,13,197,1,SCHV,76,134.62,6694.851042
20CS,ATx2924/RTx2940,ATx2924,RTx2940,12,212,1,SCHV,79,142.24,6697.947028
20CS,A08140/RTx2942,A08140,RTx2942,8,198,1,SCHV,82,144.78,6698.975239
20CS,ATx3408/R05330,ATx3408,R05330,14,5,1,SCHT,88,152.4,6706.672308
20CS,ATx2926/R08297,ATx2926,R08297,18,192,2,SCHV,82,152.4,6706.896875
20CS,AKS118/R12156,AKS118,R12156,15,19,2,SCHT,87,121.92,6709.821282
20CS,A06035/RTx2913,A06035,RTx2913,17,217,2,SCHV,81,129.54,6714.58259
20CS,A06035/RTx2917,A06035,RTx2917,6,27,1,SCHT,91,119.38,6718.448157
20CS,AKS119/R01302,AKS119,R01302,10,208,1,SCHV,78,137.16,6723.481972
20CS,AKS117/R12148,AKS117,R12148,16,23,2,SCHT,87,134.62,6728.351148
20CS,A11076/RTx2940,A11076,RTx2940,9,29,1,SCHT,89,124.46,6729.37242
20CS,AKS120/RTx2942,AKS120,RTx2942,11,191,1,SCHV,78,149.86,6733.769123
20CS,ATx2930/RTx2940,ATx2930,RTx2940,13,19,1,SCHT,81,132.08,6734.75507
20CS,A11085/R02107,A11085,R02107,21,205,2,SCHV,79,144.78,6735.156892
20CS,ATx2927/RTx2936,ATx2927,RTx2936,19,205,2,SCHV,81,149.86,6744.605073
20CS,AKS118/RTx2918,AKS118,RTx2918,19,195,2,SCHV,83,127,6746.841904
20CS,ATx2930/R08303,ATx2930,R08303,17,195,2,SCHV,80,142.24,6747.00339
20CS,A07118/R07161,A07118,R07161,7,211,1,SCHV,87,132.08,6775.33595
20CS,A03121/R05330,A03121,R05330,5,27,1,SCHT,91,137.16,6777.668032
20CS,A03043/R04104,A03043,R04104,3,11,1,SCHT,91,127,6779.47087
20CS,A01021/R01302,A01021,R01302,15,223,2,SCHV,78,144.78,6789.973755
20CS,A03054/RTx2918,A03054,RTx2918,20,210,2,SCHV,81,124.46,6792.517157
20CS,A11076/R12148,A11076,R12148,16,216,2,SCHV,84,116.84,6796.502576
20CS,A11077/R12157,A11077,R12157,23,33,2,SCHT,87,124.46,6807.588325
20CS,A01046/R04104,A01046,R04104,3,201,1,SCHV,85,116.84,6809.024035
20CS,A03089/R05393,A03089,R05393,16,11,2,SCHT,87,121.92,6817.032091
20CS,AN263/R11208,AN263,R11208,22,29,2,SCHT,91,111.76,6820.676246
20CS,AN268/R12148,AN268,R12148,11,25,1,SCHT,84,121.92,6821.414286
20CS,A03043/R04104,A03043,R04104,19,17,2,SCHT,87,134.62,6821.414286
20CS,A03040/R05393,A03040,R05393,3,25,1,SCHT,87,129.54,6823.926147
20CS,A03054/R12156,A03054,R12156,26,7,2,SCHT,83,129.54,6824.407451
20CS,A03121/R02107,A03121,R02107,5,217,1,SCHV,87,129.54,6827.266885
20CS,A05071/R05330,A05071,R05330,19,15,2,SCHT,87,119.38,6828.321589
20CS,ATx2921/R12145,ATx2921,R12145,21,195,2,SCHV,87,142.24,6831.669266
20CS,A03017/RTx2918,A03017,RTx2918,2,33,1,SCHT,91,124.46,6831.748747
20CS,A03032/RTx2918,A03032,RTx2918,16,206,2,SCHV,83,116.84,6835.683071
20CS,AKS116/R02107,AKS116,R02107,9,11,1,SCHT,84,154.94,6838.141314
20CS,A08140/RTx2942,A08140,RTx2942,25,197,2,SCHV,83,137.16,6838.703361
20CS,AKS116/R08303,AKS116,R08303,15,215,2,SCHV,81,144.78,6858.762926
20CS,AN263/RTx2938,AN263,RTx2938,11,27,1,SCHT,90,109.22,6873.974764
20CS,A08068/86EON361,A08068,86EON361,7,5,1,SCHT,91,129.54,6873.991796
20CS,ATx644/R08224,ATx644,R08224,17,197,2,SCHV,89,175.26,6875.616747
20CS,A05210/88BE2668,A05210,88BE2668,6,9,1,SCHT,92,132.08,6876.419129
20CS,A06035/RTx2913,A06035,RTx2913,7,199,1,SCHV,84,129.54,6881.282628
20CS,AKS116/R08303,AKS116,R08303,9,223,1,SCHV,80,137.16,6885.510276
20CS,AN290/RTx2917,AN290,RTx2917,11,207,1,SCHV,87,116.84,6894.906731
20CS,A03093/RTx2913,A03093,RTx2913,21,17,2,SCHT,87,147.32,6896.690645
20CS,A05210/RTx2938,A05210,RTx2938,6,202,1,SCHV,87,137.16,6897.031279
20CS,AKS120/R12148,AKS120,R12148,24,29,2,SCHT,79,154.94,6903.878025
20CS,A03121/RTx2944,A03121,RTx2944,6,226,1,SCHV,87,132.08,6911.990164
20CS,AKS120/RTx2918,AKS120,RTx2918,16,220,2,SCHV,78,149.86,6914.499502
20CS,AN290/R02107,AN290,R02107,18,29,2,SCHT,87,139.7,6915.109489
20CS,A05210/RTx2937,A05210,RTx2937,18,33,2,SCHT,85,139.7,6917.340643
20CS,AKS119/R05386,AKS119,R05386,10,17,1,SCHT,87,127,6925.555603
20CS,ATx2930/R05393,ATx2930,R05393,17,23,2,SCHT,84,134.62,6929.981955
20CS,ATx2924/R05393,ATx2924,R05393,12,220,1,SCHV,84,127,6945.750792
20CS,ATx2930/R05393,ATx2930,R05393,13,27,1,SCHT,84,129.54,6947.981314
20CS,A01021/R01302,A01021,R01302,3,191,1,SCHV,82,144.78,6949.292756
20CS,A01021/R12145,A01021,R12145,2,7,1,SCHT,90,137.16,6952.569782
20CS,A08134/RTx2918,A08134,RTx2918,8,7,1,SCHT,87,134.62,6955.347843
20CS,A05269/R07161,A05269,R07161,15,211,2,SCHV,87,160.02,6956.133825
20CS,A03032/RTx2942,A03032,RTx2942,3,29,1,SCHT,91,116.84,6958.755446
20CS,A01362/88BE2668,A01362,88BE2668,23,197,2,SCHV,81,137.16,6975.112192
20CS,A11085/R03248,A11085,R03248,18,198,2,SCHV,81,129.54,6980.167455
20CS,A03093/RTx2944,A03093,RTx2944,22,21,2,SCHT,81,132.08,6982.061129
20CS,AN290/RTx2920,AN290,RTx2920,25,13,2,SCHT,81,129.54,6987.604634
20CS,A03040/R07178,A03040,R07178,17,223,2,SCHV,81,137.16,6993.346842
20CS,A03043/R05425,A03043,R05425,4,208,1,SCHV,87,139.7,6993.786513
20CS,A03043/R12148,A03043,R12148,3,5,1,SCHT,91,121.92,7000.5481
20CS,A05071/RTx2916,A05071,RTx2916,19,223,2,SCHV,81,149.86,7001.217383
20CS,A03055/RTx2936,A03055,RTx2936,21,219,2,SCHV,82,144.78,7004.467285
20CS,AN263/RTx2936,AN263,RTx2936,17,207,2,SCHV,81,129.54,7008.00988
20CS,AKS117/RTx2942,AKS117,RTx2942,20,202,2,SCHV,82,142.24,7008.29185
20CS,A07124/RTx2935,A07124,RTx2935,7,13,1,SCHT,91,127,7014.317289
20CS,A08068/RTx2941,A08068,RTx2941,8,218,1,SCHV,89,129.54,7014.785976
20CS,A03093/RTx2917,A03093,RTx2917,5,213,1,SCHV,87,134.62,7015.751106
20CS,A07118/R07161,A07118,R07161,15,205,2,SCHV,83,129.54,7016.364248
20CS,A01362/R07178,A01362,R07178,3,211,1,SCHV,88,121.92,7022.929655
20CS,ATx2926/RTx2944,ATx2926,RTx2944,12,198,1,SCHV,79,152.4,7026.146756
20CS,AKS116/R12154,AKS116,R12154,9,9,1,SCHT,81,132.08,7033.350537
20CS,A07118/R12157,A07118,R12157,15,21,2,SCHT,87,119.38,7044.033832
20CS,ATx2923/R11208,ATx2923,R11208,24,27,2,SCHT,87,121.92,7044.592094
20CS,A07118/R12145,A07118,R12145,22,15,2,SCHT,87,124.46,7051.672868
20CS,A05210/R12157,A05210,R12157,6,204,1,SCHV,87,139.7,7056.728131
20CS,A07124/R11208,A07124,R11208,20,196,2,SCHV,80,127,7057.283239
20CS,A06036/RTx2940,A06036,RTx2940,16,31,2,SCHT,78,129.54,7057.666768
20CS,A11077/R12154,A11077,R12154,9,209,1,SCHV,81,139.7,7067.724306
20CS,AKS116/RTx2936,AKS116,RTx2936,10,226,1,SCHV,80,147.32,7071.294025
20CS,A11076/R12148,A11076,R12148,9,199,1,SCHV,84,121.92,7071.851025
20CS,A03089/R12157,A03089,R12157,15,23,2,SCHT,88,127,7074.528157
20CS,ATx644/RTx2935,ATx644,RTx2935,24,11,2,SCHT,84,137.16,7079.015066
20CS,ATx2934/R05386,ATx2934,R05386,16,3,2,SCHT,79,119.38,7082.635881
20CS,ATx644/RTx2936,ATx644,RTx2936,24,218,2,SCHV,81,134.62,7084.079791
20CS,AN263/R08224,AN263,R08224,11,193,1,SCHV,91,165.1,7085.139541
20CS,AKS116/RTx2942,AKS116,RTx2942,15,199,2,SCHV,81,144.78,7085.408264
20CS,ATx2930/R12148,ATx2930,R12148,13,195,1,SCHV,81,139.7,7086.411242
20CS,A08134/R08297,A08134,R08297,8,212,1,SCHV,81,137.16,7091.718827
20CS,A03040/R05393,A03040,R05393,16,21,2,SCHT,81,137.16,7092.820211
20CS,ATx2930/R12154,ATx2930,R12154,13,21,1,SCHT,86,147.32,7105.650132
20CS,A11076/RTx2938,A11076,RTx2938,16,222,2,SCHV,81,142.24,7109.458295
20CS,A07124/R01302,A07124,R01302,22,214,2,SCHV,78,142.24,7115.341173
20CS,A03055/RTx2942,A03055,RTx2942,4,19,1,SCHT,88,129.54,7117.432919
20CS,AKS120/R12071,AKS120,R12071,20,220,2,SCHV,75,142.24,7118.394264
20CS,A08134/RTx2940,A08134,RTx2940,8,9,1,SCHT,81,134.62,7123.414202
20CS,AN290/RTx2942,AN290,RTx2942,11,209,1,SCHV,85,139.7,7125.741238
20CS,A03043/R01302,A03043,R01302,20,212,2,SCHV,81,152.4,7139.070756
20CS,A03054/R07161,A03054,R07161,4,198,1,SCHV,87,137.16,7142.473313
20CS,AKS119/RTx2918,AKS119,RTx2918,10,202,1,SCHV,81,160.02,7146.112421
20CS,A05269/R11208,A05269,R11208,21,11,2,SCHT,88,132.08,7158.57206
20CS,A05210/RTx2937,A05210,RTx2937,6,5,1,SCHT,90,129.54,7160.013447
20CS,A03054/R12156,A03054,R12156,4,7,1,SCHT,91,116.84,7170.015475
20CS,A03054/R05405,A03054,R05405,4,5,1,SCHT,91,132.08,7172.1539
20CS,A08158/R12145,A08158,R12145,8,25,1,SCHT,92,129.54,7172.966376
20CS,ATx2926/RTx2917,ATx2926,RTx2917,14,198,2,SCHV,82,139.7,7175.169774
20CS,AKS116/RTx2917,AKS116,RTx2917,9,225,1,SCHV,84,142.24,7178.372366
20CS,A06035/R05330,A06035,R05330,7,197,1,SCHV,85,132.08,7182.702204
20CS,A06035/RTx2943,A06035,RTx2943,7,203,1,SCHV,84,142.24,7182.868736
20CS,A03054/RTx2941,A03054,RTx2941,4,11,1,SCHT,89,111.76,7184.322108
20CS,ATx2921/R07178,ATx2921,R07178,11,11,1,SCHT,88,139.7,7186.136931
20CS,A11085/RTx2944,A11085,RTx2944,9,221,1,SCHV,78,142.24,7186.358344
20CS,A06035/RTx2920,A06035,RTx2920,7,201,1,SCHV,82,124.46,7187.913275
20CS,ATx2921/R12157,ATx2921,R12157,22,19,2,SCHT,87,149.86,7192.656921
20CS,A11077/RTx2919,A11077,RTx2919,21,9,2,SCHT,85,142.24,7193.91916
20CS,AN290/R05386,AN290,R05386,11,21,1,SCHT,89,114.3,7196.231056
20CS,ATx2923/R05425,ATx2923,R05425,23,195,2,SCHV,83,160.02,7196.41462
20CS,A05210/86EON361,A05210,86EON361,22,202,2,SCHV,84,149.86,7196.718037
20CS,A05210/R08224,A05210,R08224,18,23,2,SCHT,92,165.1,7198.257829
20CS,A07124/RTx2935,A07124,RTx2935,20,25,2,SCHT,87,132.08,7203.764748
20CS,A11077/RTx2917,A11077,RTx2917,9,211,1,SCHV,84,129.54,7204.386721
20CS,A08068/R11158,A08068,R11158,7,9,1,SCHT,89,134.62,7205.067989
20CS,AN290/R12154,AN290,R12154,24,9,2,SCHT,87,119.38,7207.025374
20CS,ATx2931/R11208,ATx2931,R11208,13,11,1,SCHT,84,114.3,7207.368531
20CS,A05210/88BE2668,A05210,88BE2668,19,13,2,SCHT,87,147.32,7209.370072
20CS,ATx2923/R04104,ATx2923,R04104,15,219,2,SCHV,81,144.78,7210.395759
20CS,AHF14/R07161,AHF14,R07161,23,205,2,SCHV,85,144.78,7222.301553
20CS,A07124/RTx2917,A07124,RTx2917,7,15,1,SCHT,90,121.92,7225.180542
20CS,AKS116/RTx2920,AKS116,RTx2920,9,7,1,SCHT,82,124.46,7225.985448
20CS,A03089/RTx2914,A03089,RTx2914,5,203,1,SCHV,88,142.24,7228.63104
20CS,AKS120/R05425,AKS120,R05425,10,198,1,SCHV,79,170.18,7230.814252
20CS,A01362/88BE2668,A01362,88BE2668,3,219,1,SCHV,87,121.92,7237.572055
20CS,A05071/RTx2916,A05071,RTx2916,6,216,1,SCHV,87,144.78,7241.503225
20CS,ATx2934/88BE2668,ATx2934,88BE2668,13,217,1,SCHV,84,134.62,7246.177483
20CS,ATx2927/R12157,ATx2927,R12157,13,33,1,SCHT,91,134.62,7247.386734
20CS,A03121/R07178,A03121,R07178,23,31,2,SCHT,86,129.54,7247.855421
20CS,A08158/RTx2912,A08158,RTx2912,15,5,2,SCHT,90,147.32,7248.406744
20CS,A03121/R12157,A03121,R12157,5,223,1,SCHV,87,127,7252.431904
20CS,ATx2930/RTx2940,ATx2930,RTx2940,20,29,2,SCHT,78,137.16,7252.988002
20CS,A11085/RTx2942,A11085,RTx2942,17,9,2,SCHT,84,127,7255.513382
20CS,A01362/RTx2914,A01362,RTx2914,14,206,2,SCHV,84,132.08,7255.699468
20CS,ATx2930/R01302,ATx2930,R01302,19,211,2,SCHV,78,144.78,7256.082366
20CS,ATx2921/RTx2914,ATx2921,RTx2914,24,204,2,SCHV,84,160.02,7257.596296
20CS,A08134/RTx2940,A08134,RTx2940,14,33,2,SCHT,78,127,7267.068448
20CS,A07118/R12148,A07118,R12148,25,195,2,SCHV,81,134.62,7268.39629
20CS,AKS117/RTx2914,AKS117,RTx2914,10,220,1,SCHV,87,129.54,7270.089999
20CS,A03017/R04060,A03017,R04060,15,209,2,SCHV,84,139.7,7273.455338
20CS,A11085/R07178,A11085,R07178,26,3,2,SCHT,84,132.08,7278.68281
20CS,A06035/RTx2920,A06035,RTx2920,24,202,2,SCHV,81,121.92,7281.39779
20CS,A05210/RTx2943,A05210,RTx2943,6,7,1,SCHT,91,137.16,7283.454211
20CS,A06035/88BE2668,A06035,88BE2668,17,29,2,SCHT,87,124.46,7283.855403
20CS,A07124/R04060,A07124,R04060,17,27,2,SCHT,83,124.46,7285.445028
20CS,A03055/R04104,A03055,R04104,4,192,1,SCHV,87,132.08,7287.450985
20CS,A05071/RTx2942,A05071,RTx2942,24,214,2,SCHV,80,144.78,7289.980509
20CS,ATx2931/R05405,ATx2931,R05405,19,197,2,SCHV,87,132.08,7292.613485
20CS,AKS120/R05425,AKS120,R05425,21,223,2,SCHV,78,162.56,7293.115605
20CS,A03032/RTx2918,A03032,RTx2918,4,226,1,SCHV,91,109.22,7301.968938
20CS,A05071/R12154,A05071,R12154,17,193,2,SCHV,78,149.86,7305.80738
20CS,ATx2924/R12145,ATx2924,R12145,23,219,2,SCHV,84,139.7,7310.337814
20CS,ATx2926/R05393,ATx2926,R05393,16,7,2,SCHT,87,124.46,7312.784072
20CS,A03093/R08297,A03093,R08297,4,33,1,SCHT,91,114.3,7313.954213
20CS,A01362/R08304,A01362,R08304,2,23,1,SCHT,91,129.54,7314.262676
20CS,A03089/RTx2914,A03089,RTx2914,20,222,2,SCHV,84,152.4,7320.39346
20CS,A03093/R12148,A03093,R12148,5,211,1,SCHV,87,132.08,7320.580809
20CS,A08158/R12154,A08158,R12154,16,192,2,SCHV,81,162.56,7321.791952
20CS,A03055/R08297,A03055,R08297,21,23,2,SCHT,84,134.62,7323.0851
20CS,A05269/R05330,A05269,R05330,6,11,1,SCHT,92,144.78,7326.873709
20CS,ATx2921/R12145,ATx2921,R12145,11,215,1,SCHV,87,134.62,7327.314641
20CS,A08140/R04104,A08140,R04104,8,11,1,SCHT,87,142.24,7330.533634
20CS,ATx2930/RTx2920,ATx2930,RTx2920,17,209,2,SCHV,75,129.54,7333.534999
20CS,A03093/RTx2920,A03093,RTx2920,5,31,1,SCHT,85,119.38,7340.137624
20CS,A08068/RTx2919,A08068,RTx2919,7,7,1,SCHT,91,127,7344.208202
20CS,A05071/R02107,A05071,R02107,26,11,2,SCHT,81,137.16,7346.391414
20CS,A11076/RTx2940,A11076,RTx2940,19,21,2,SCHT,84,129.54,7347.557771
20CS,A05269/88BE2668,A05269,88BE2668,20,226,2,SCHV,87,139.7,7348.485053
20CS,A01046/R05386,A01046,R05386,2,13,1,SCHT,90,119.38,7351.396213
20CS,ATx2934/R11208,ATx2934,R11208,26,19,2,SCHT,86,119.38,7362.806825
20CS,AKS120/RTx2918,AKS120,RTx2918,10,192,1,SCHV,79,149.86,7364.851892
20CS,AKS120/RTx2944,AKS120,RTx2944,24,3,2,SCHT,79,152.4,7365.289039
20CS,A05071/R05425,A05071,R05425,5,13,1,SCHT,86,147.32,7365.832161
20CS,AKS120/RTx2942,AKS120,RTx2942,16,212,2,SCHV,75,149.86,7368.682134
20CS,A03121/R05330,A03121,R05330,23,13,2,SCHT,84,139.7,7370.77388
20CS,A01021/86EON361,A01021,86EON361,16,5,2,SCHT,79,144.78,7371.580047
20CS,A05269/R12156,A05269,R12156,6,192,1,SCHV,87,127,7373.157057
20CS,A01046/R05512,A01046,R05512,24,192,2,SCHV,81,142.24,7374.484899
20CS,A03043/86EON361,A03043,86EON361,22,7,2,SCHT,84,129.54,7383.840352
